Student_ID,First_Name,Last_Name,Math,Physics,Chemistry,Biology,English,History,Attendance,Birth_Date,Average_score,Performance
514,Laila,Mahmoud,77.0,67.0,68.0,19.0,0.0,0.0,70.0,21-09-2003,38.5,Low
632,Khaled,Hegazy,63.0,44.0,8.0,67.0,57.0,67.0,97.0,28-12-2001,51.0,Low
844,Omar,Fathy,16.0,76.0,42.0,14.0,78.0,20.0,95.0,20-06-2004,41.0,Low
1146,Laila,Ali,57.0,6.0,47.0,51.0,16.0,50.0,75.0,11-07-2004,37.833333333333336,Low
594,Omar,Hegazy,86.0,2.0,34.0,0.0,11.0,84.0,75.0,30-08-2001,36.166666666666664,Low
255,Laila,Hassan,9.0,27.0,92.0,14.0,52.0,0.0,73.0,25-09-2001,32.333333333333336,Low
82,Hassan,Hegazy,74.0,88.0,92.0,42.0,55.0,44.0,72.0,24-07-2003,65.83333333333333,Medium
527,Youssef,Mostafa,61.0,0.0,79.0,78.0,63.0,35.0,80.0,26-12-2005,52.666666666666664,Low
309,Youssef,Ali,54.0,25.0,24.0,51.0,8.0,40.0,50.0,11-07-2005,33.666666666666664,Low
368,Khaled,Hassan,91.0,91.0,81.0,22.0,9.0,18.0,89.0,24-11-2003,52.0,Low
965,Unknown,Tarek,85.0,12.0,56.0,10.0,5.0,63.0,78.0,08-07-2004,38.5,Low
694,Hassan,Said,83.0,36.0,89.0,46.0,40.0,17.0,94.0,27-06-2005,51.833333333333336,Low
766,Hassan,Hegazy,74.0,18.0,48.0,46.0,14.0,44.0,94.0,07-05-2003,40.666666666666664,Low
1059,Khaled,Fathy,20.0,25.0,2.0,0.0,42.0,43.0,93.0,09-12-2003,22.0,Low
858,Mona,Tarek,41.0,88.0,2.0,85.0,94.0,45.0,75.0,20-02-2004,59.166666666666664,Low
680,Fatma,Fathy,46.0,79.0,30.0,22.0,87.0,5.0,58.0,20-04-2001,44.833333333333336,Low
1008,Fatma,Salem,62.0,7.0,31.0,81.0,21.0,27.0,58.0,13-03-2005,38.166666666666664,Low
813,Sara,Salem,58.0,23.0,2.0,0.0,18.0,98.0,98.0,15-08-2005,33.166666666666664,Low
622,Mona,Salem,45.0,98.0,86.0,90.0,15.0,85.0,99.0,24-08-2005,69.83333333333333,Medium
618,Sara,Fathy,48.0,93.0,52.0,75.0,98.0,74.0,80.0,29-06-2001,73.33333333333333,Medium
193,Fatma,Said,13.0,72.0,9.0,85.0,70.0,55.0,66.0,08-10-2004,50.666666666666664,Low
436,Ahmed,Tarek,46.0,79.0,14.0,32.0,80.0,68.0,67.0,17-08-2005,53.166666666666664,Low
266,Laila,Tarek,67.0,89.0,54.0,65.0,79.0,78.0,72.0,21-04-2005,72.0,Medium
1048,Youssef,Ali,77.0,19.0,55.0,92.0,69.0,87.0,68.0,20-10-2004,66.5,Medium
79,Ahmed,Tarek,62.0,38.0,97.0,0.0,54.0,71.0,80.0,15-12-2004,53.666666666666664,Low
429,Unknown,Mahmoud,0.0,41.0,0.0,98.0,6.0,25.0,95.0,20-11-2004,28.333333333333332,Low
440,Unknown,Tarek,0.0,16.0,100.0,89.0,86.0,77.0,97.0,02-09-2005,61.333333333333336,Medium
304,Khaled,Ibrahim,40.0,24.0,38.0,74.0,58.0,50.0,79.0,20-03-2004,47.333333333333336,Low
276,Ahmed,Hassan,57.0,99.0,76.0,79.0,68.0,38.0,80.0,21-11-2005,69.5,Medium
381,Ahmed,Tarek,87.0,63.0,71.0,99.0,97.0,96.0,53.0,05-11-2004,85.5,High
576,Youssef,Unknown,0.0,95.0,21.0,95.0,91.0,42.0,54.0,23-08-2004,57.333333333333336,Low
52,Ahmed,Mahmoud,29.0,62.0,14.0,86.0,27.0,71.0,83.0,01-07-2001,48.166666666666664,Low
997,Nour,Salem,14.0,45.0,91.0,38.0,79.0,40.0,50.0,23-11-2001,51.166666666666664,Low
529,Nour,Tarek,29.0,7.0,34.0,51.0,71.0,97.0,53.0,29-11-2004,48.166666666666664,Low
989,Laila,Fathy,29.0,87.0,19.0,58.0,51.0,100.0,61.0,17-05-2002,57.333333333333336,Low
1196,Hassan,Tarek,15.0,29.0,2.0,74.0,77.0,1.0,75.0,22-02-2004,33.0,Low
353,Omar,Fathy,94.0,14.0,9.0,56.0,33.0,5.0,73.0,14-05-2005,35.166666666666664,Low
1125,Ahmed,Hegazy,10.0,29.0,4.0,66.0,18.0,19.0,81.0,29-12-2002,24.333333333333332,Low
849,Fatma,Ibrahim,36.0,21.0,74.0,23.0,0.0,18.0,54.0,23-02-2004,28.666666666666668,Low
24,Mona,Hassan,0.0,39.0,11.0,30.0,79.0,75.0,70.0,12-06-2001,39.0,Low
211,Omar,Said,40.0,79.0,56.0,51.0,46.0,7.0,97.0,01-01-2003,46.5,Low
382,Fatma,Fathy,97.0,4.0,50.0,64.0,36.0,23.0,62.0,25-07-2003,45.666666666666664,Low
984,Omar,Mostafa,0.0,0.0,61.0,11.0,37.0,81.0,95.0,19-06-2004,31.666666666666668,Low
651,Ahmed,Tarek,10.0,46.0,45.0,0.0,70.0,52.0,81.0,20-04-2003,37.166666666666664,Low
406,Youssef,Fathy,47.0,0.0,78.0,62.0,18.0,89.0,53.0,23-03-2003,49.0,Low
359,Mona,Mahmoud,96.0,87.0,17.0,29.0,71.0,0.0,83.0,30-12-2002,50.0,Low
1128,Omar,Tarek,8.0,78.0,48.0,70.0,54.0,87.0,90.0,07-07-2005,57.5,Low
59,Mona,Hegazy,48.0,19.0,11.0,21.0,61.0,76.0,78.0,17-05-2005,39.333333333333336,Low
799,Youssef,Mahmoud,63.0,49.0,81.0,0.0,25.0,44.0,83.0,04-06-2005,43.666666666666664,Low
199,Sara,Said,68.0,51.0,7.0,61.0,20.0,56.0,54.0,15-12-2002,43.833333333333336,Low
580,Ahmed,Ali,27.0,80.0,36.0,5.0,20.0,65.0,52.0,02-07-2002,38.833333333333336,Low
559,Hassan,Hegazy,75.0,22.0,0.0,31.0,80.0,32.0,60.0,19-03-2003,40.0,Low
760,Nour,Hegazy,27.0,76.0,90.0,76.0,78.0,15.0,85.0,04-07-2004,60.333333333333336,Medium
50,Fatma,Ibrahim,23.0,14.0,14.0,8.0,31.0,58.0,74.0,25-12-2002,24.666666666666668,Low
175,Fatma,Ibrahim,67.0,81.0,99.0,33.0,41.0,91.0,65.0,01-04-2001,68.66666666666667,Medium
848,Laila,Salem,68.0,79.0,9.0,19.0,98.0,54.0,65.0,15-03-2003,54.5,Low
378,Sara,Ibrahim,46.0,71.0,58.0,51.0,12.0,40.0,66.0,16-09-2001,46.333333333333336,Low
197,Khaled,Tarek,20.0,52.0,50.0,13.0,90.0,0.0,66.0,26-01-2003,37.5,Low
232,Ahmed,Hassan,69.0,31.0,9.0,76.0,45.0,47.0,98.0,20-10-2005,46.166666666666664,Low
1121,Unknown,Mostafa,43.0,91.0,25.0,96.0,47.0,81.0,50.0,29-01-2001,63.833333333333336,Medium
412,Hassan,Mahmoud,14.0,57.0,94.0,0.0,66.0,41.0,60.0,20-11-2002,45.333333333333336,Low
768,Unknown,Ibrahim,31.0,30.0,91.0,77.0,55.0,22.0,57.0,23-08-2003,51.0,Low
623,Ahmed,Said,61.0,47.0,91.0,82.0,16.0,42.0,80.0,24-05-2001,56.5,Low
946,Youssef,Mostafa,80.0,43.0,13.0,66.0,33.0,53.0,78.0,31-10-2001,48.0,Low
241,Omar,Hegazy,56.0,49.0,0.0,82.0,14.0,16.0,81.0,15-10-2001,36.166666666666664,Low
865,Khaled,Hassan,43.0,72.0,47.0,93.0,92.0,19.0,53.0,30-06-2004,61.0,Medium
550,Khaled,Said,97.0,42.0,97.0,56.0,66.0,37.0,72.0,01-06-2004,65.83333333333333,Medium
416,Khaled,Ali,83.0,30.0,41.0,61.0,86.0,4.0,86.0,02-04-2005,50.833333333333336,Low
719,Khaled,Hegazy,1.0,17.0,0.0,13.0,77.0,2.0,82.0,30-11-2005,18.333333333333332,Low
821,Nour,Hegazy,63.0,74.0,25.0,1.0,37.0,84.0,70.0,29-10-2001,47.333333333333336,Low
988,Khaled,Ibrahim,70.0,53.0,57.0,99.0,49.0,78.0,74.0,13-12-2004,67.66666666666667,Medium
1181,Youssef,Hegazy,27.0,98.0,12.0,87.0,67.0,84.0,91.0,09-10-2001,62.5,Medium
972,Ahmed,Unknown,20.0,24.0,28.0,91.0,18.0,89.0,52.0,26-02-2001,45.0,Low
733,Omar,Ali,44.0,21.0,57.0,90.0,13.0,50.0,74.0,28-07-2002,45.833333333333336,Low
840,Fatma,Fathy,28.0,59.0,64.0,49.0,60.0,0.0,56.0,27-12-2004,43.333333333333336,Low
803,Mona,Salem,0.0,96.0,21.0,0.0,55.0,14.0,91.0,17-04-2003,31.0,Low
1075,Mona,Hassan,71.0,58.0,0.0,64.0,64.0,87.0,65.0,07-11-2004,57.333333333333336,Low
479,Khaled,Said,21.0,3.0,39.0,78.0,9.0,47.0,76.0,10-04-2002,32.833333333333336,Low
45,Nour,Unknown,100.0,17.0,71.0,3.0,10.0,45.0,63.0,27-07-2003,41.0,Low
980,Khaled,Ibrahim,29.0,71.0,79.0,72.0,90.0,85.0,82.0,15-11-2005,71.0,Medium
30,Laila,Hegazy,73.0,86.0,98.0,0.0,13.0,1.0,100.0,03-09-2003,45.166666666666664,Low
32,Omar,Ali,45.0,64.0,97.0,49.0,25.0,25.0,66.0,30-09-2003,50.833333333333336,Low
738,Fatma,Ibrahim,61.0,18.0,14.0,64.0,27.0,18.0,75.0,12-05-2002,33.666666666666664,Low
355,Nour,Hassan,26.0,78.0,58.0,0.0,92.0,44.0,53.0,02-03-2004,49.666666666666664,Low
426,Nour,Said,72.0,64.0,61.0,0.0,54.0,78.0,96.0,29-01-2001,54.833333333333336,Low
169,Youssef,Unknown,99.0,100.0,29.0,40.0,0.0,17.0,53.0,25-02-2005,47.5,Low
87,Omar,Salem,69.0,100.0,27.0,56.0,34.0,12.0,93.0,21-04-2002,49.666666666666664,Low
295,Ahmed,Hassan,18.0,37.0,61.0,61.0,46.0,47.0,88.0,06-05-2003,45.0,Low
428,Khaled,Mahmoud,0.0,53.0,94.0,4.0,66.0,80.0,79.0,08-05-2004,49.5,Low
747,Nour,Fathy,53.0,49.0,85.0,61.0,74.0,68.0,51.0,21-05-2005,65.0,Medium
156,Khaled,Tarek,91.0,23.0,52.0,98.0,94.0,66.0,70.0,28-12-2002,70.66666666666667,Medium
221,Ahmed,Unknown,60.0,26.0,99.0,90.0,23.0,49.0,93.0,12-09-2003,57.833333333333336,Low
124,Youssef,Mahmoud,4.0,9.0,50.0,99.0,44.0,61.0,59.0,20-04-2004,44.5,Low
219,Sara,Hassan,23.0,7.0,62.0,43.0,75.0,31.0,69.0,27-07-2002,40.166666666666664,Low
439,Laila,Salem,62.0,46.0,49.0,0.0,100.0,29.0,86.0,23-07-2004,47.666666666666664,Low
210,Unknown,Ibrahim,60.0,97.0,57.0,74.0,41.0,53.0,54.0,29-01-2001,63.666666666666664,Medium
234,Ahmed,Mahmoud,97.0,84.0,5.0,25.0,11.0,87.0,85.0,17-04-2002,51.5,Low
1051,Ahmed,Said,92.0,38.0,33.0,13.0,46.0,83.0,54.0,20-07-2005,50.833333333333336,Low
716,Nour,Mostafa,83.0,0.0,57.0,59.0,8.0,38.0,84.0,24-02-2004,40.833333333333336,Low
129,Youssef,Salem,38.0,58.0,48.0,65.0,35.0,51.0,91.0,11-07-2001,49.166666666666664,Low
571,Sara,Hegazy,50.0,62.0,71.0,20.0,38.0,96.0,74.0,07-08-2002,56.166666666666664,Low
915,Hassan,Hassan,47.0,44.0,89.0,44.0,94.0,93.0,100.0,13-05-2003,68.5,Medium
932,Omar,Tarek,52.0,11.0,57.0,8.0,75.0,57.0,66.0,25-07-2001,43.333333333333336,Low
71,Fatma,Hassan,47.0,82.0,66.0,12.0,13.0,82.0,61.0,06-02-2002,50.333333333333336,Low
1002,Fatma,Unknown,59.0,0.0,97.0,75.0,9.0,0.0,98.0,01-04-2002,40.0,Low
114,Omar,Mahmoud,25.0,95.0,67.0,70.0,63.0,14.0,51.0,27-05-2002,55.666666666666664,Low
297,Khaled,Said,50.0,8.0,18.0,70.0,0.0,42.0,79.0,09-11-2003,31.333333333333332,Low
706,Sara,Mostafa,74.0,36.0,94.0,17.0,17.0,28.0,58.0,22-10-2004,44.333333333333336,Low
108,Fatma,Salem,80.0,66.0,22.0,92.0,43.0,1.0,63.0,27-01-2004,50.666666666666664,Low
1114,Hassan,Mahmoud,0.0,82.0,82.0,33.0,49.0,13.0,68.0,01-05-2001,43.166666666666664,Low
1000,Hassan,Mostafa,7.0,57.0,7.0,54.0,12.0,42.0,96.0,16-08-2001,29.833333333333332,Low
655,Ahmed,Ibrahim,45.0,59.0,74.0,67.0,43.0,42.0,97.0,19-06-2001,55.0,Low
1161,Hassan,Mostafa,100.0,0.0,16.0,32.0,28.0,92.0,89.0,24-11-2001,44.666666666666664,Low
209,Nour,Hassan,11.0,74.0,68.0,46.0,56.0,76.0,59.0,08-04-2001,55.166666666666664,Low
1007,Khaled,Said,65.0,69.0,8.0,51.0,20.0,0.0,75.0,16-04-2002,35.5,Low
1138,Unknown,Hassan,82.0,0.0,17.0,55.0,76.0,8.0,0.0,23-07-2001,39.666666666666664,Low
244,Fatma,Mostafa,97.0,53.0,86.0,57.0,79.0,51.0,91.0,06-11-2002,70.5,Medium
1101,Youssef,Tarek,0.0,6.0,39.0,45.0,98.0,68.0,72.0,25-08-2002,42.666666666666664,Low
1118,Youssef,Hegazy,40.0,77.0,15.0,86.0,66.0,3.0,54.0,11-08-2001,47.833333333333336,Low
606,Hassan,Ibrahim,7.0,46.0,44.0,72.0,93.0,73.0,87.0,04-05-2001,55.833333333333336,Low
679,Ahmed,Hassan,48.0,89.0,60.0,97.0,69.0,95.0,84.0,18-11-2002,76.33333333333333,Medium
425,Nour,Salem,69.0,0.0,70.0,58.0,3.0,0.0,71.0,17-03-2005,33.333333333333336,Low
468,Sara,Salem,34.0,33.0,76.0,92.0,85.0,40.0,85.0,18-04-2005,60.0,Medium
507,Omar,Salem,51.0,35.0,54.0,69.0,87.0,12.0,76.0,24-08-2002,51.333333333333336,Low
478,Hassan,Hassan,86.0,17.0,100.0,31.0,91.0,84.0,81.0,20-07-2002,68.16666666666667,Medium
286,Fatma,Mahmoud,41.0,47.0,41.0,75.0,94.0,63.0,62.0,11-09-2003,60.166666666666664,Medium
55,Fatma,Mahmoud,30.0,80.0,82.0,33.0,99.0,91.0,58.0,21-11-2001,69.16666666666667,Medium
542,Youssef,Hassan,43.0,29.0,0.0,23.0,45.0,77.0,77.0,13-01-2001,36.166666666666664,Low
740,Fatma,Fathy,94.0,69.0,0.0,28.0,86.0,47.0,81.0,24-09-2001,54.0,Low
57,Sara,Tarek,59.0,8.0,50.0,73.0,83.0,3.0,69.0,11-06-2005,46.0,Low
110,Omar,Hassan,18.0,2.0,3.0,79.0,15.0,24.0,97.0,12-11-2004,23.5,Low
672,Ahmed,Salem,24.0,16.0,63.0,4.0,37.0,25.0,87.0,30-10-2003,28.166666666666668,Low
629,Mona,Hegazy,38.0,84.0,47.0,99.0,0.0,19.0,86.0,26-11-2005,47.833333333333336,Low
299,Omar,Mahmoud,11.0,55.0,68.0,45.0,2.0,84.0,91.0,12-02-2003,44.166666666666664,Low
1031,Fatma,Mahmoud,65.0,85.0,86.0,17.0,80.0,89.0,55.0,30-08-2003,70.33333333333333,Medium
962,Ahmed,Hassan,95.0,86.0,17.0,32.0,26.0,87.0,74.0,21-12-2003,57.166666666666664,Low
671,Omar,Said,7.0,42.0,81.0,29.0,53.0,38.0,76.0,01-04-2005,41.666666666666664,Low
260,Sara,Ali,63.0,27.0,41.0,29.0,41.0,65.0,68.0,03-12-2005,44.333333333333336,Low
597,Sara,Mahmoud,85.0,75.0,1.0,72.0,52.0,59.0,58.0,28-04-2001,57.333333333333336,Low
345,Ahmed,Ibrahim,0.0,88.0,26.0,64.0,0.0,19.0,74.0,29-01-2003,32.833333333333336,Low
755,Khaled,Hegazy,59.0,57.0,37.0,10.0,77.0,25.0,91.0,24-12-2001,44.166666666666664,Low
827,Sara,Ali,14.0,65.0,23.0,60.0,0.0,28.0,0.0,12-01-2004,31.666666666666668,Low
291,Khaled,Mahmoud,22.0,71.0,0.0,77.0,22.0,20.0,56.0,23-08-2003,35.333333333333336,Low
1119,Fatma,Mahmoud,5.0,34.0,22.0,95.0,64.0,78.0,72.0,10-12-2002,49.666666666666664,Low
1030,Omar,Ibrahim,15.0,56.0,54.0,22.0,14.0,89.0,59.0,26-12-2002,41.666666666666664,Low
1113,Ahmed,Salem,80.0,28.0,32.0,51.0,59.0,77.0,88.0,16-12-2003,54.5,Low
520,Hassan,Hegazy,7.0,61.0,52.0,9.0,59.0,29.0,73.0,07-04-2002,36.166666666666664,Low
789,Unknown,Hassan,59.0,45.0,51.0,24.0,3.0,72.0,59.0,24-04-2001,42.333333333333336,Low
742,Fatma,Fathy,22.0,56.0,28.0,49.0,34.0,96.0,67.0,09-05-2001,47.5,Low
875,Ahmed,Ibrahim,10.0,50.0,76.0,45.0,85.0,8.0,72.0,01-12-2002,45.666666666666664,Low
1080,Youssef,Mostafa,13.0,60.0,45.0,21.0,4.0,90.0,59.0,01-02-2003,38.833333333333336,Low
977,Laila,Salem,0.0,0.0,56.0,89.0,83.0,14.0,94.0,04-11-2005,40.333333333333336,Low
814,Laila,Ibrahim,66.0,3.0,45.0,31.0,43.0,2.0,57.0,14-08-2001,31.666666666666668,Low
171,Unknown,Tarek,83.0,88.0,17.0,28.0,49.0,58.0,82.0,04-05-2005,53.833333333333336,Low
287,Sara,Ali,0.0,39.0,58.0,14.0,48.0,94.0,86.0,20-09-2004,42.166666666666664,Low
981,Laila,Salem,0.0,0.0,74.0,49.0,56.0,85.0,97.0,29-04-2001,44.0,Low
584,Mona,Mostafa,0.0,31.0,9.0,51.0,84.0,11.0,91.0,05-09-2001,31.0,Low
1145,Omar,Salem,16.0,56.0,25.0,78.0,80.0,56.0,57.0,28-02-2004,51.833333333333336,Low
919,Khaled,Hassan,54.0,37.0,59.0,62.0,95.0,100.0,95.0,15-07-2005,67.83333333333333,Medium
940,Youssef,Ibrahim,6.0,31.0,81.0,42.0,0.0,0.0,61.0,01-07-2003,26.666666666666668,Low
808,Hassan,Hassan,3.0,46.0,64.0,87.0,88.0,74.0,70.0,13-01-2002,60.333333333333336,Medium
562,Mona,Fathy,45.0,17.0,90.0,8.0,90.0,9.0,62.0,15-09-2004,43.166666666666664,Low
1168,Fatma,Mostafa,24.0,7.0,5.0,86.0,20.0,85.0,98.0,26-09-2001,37.833333333333336,Low
1019,Ahmed,Mahmoud,71.0,19.0,25.0,0.0,91.0,33.0,72.0,06-04-2001,39.833333333333336,Low
882,Mona,Mostafa,23.0,77.0,0.0,45.0,72.0,31.0,98.0,07-12-2002,41.333333333333336,Low
310,Ahmed,Said,8.0,19.0,68.0,53.0,16.0,71.0,95.0,14-04-2001,39.166666666666664,Low
366,Ahmed,Ibrahim,98.0,17.0,48.0,25.0,66.0,43.0,98.0,22-12-2002,49.5,Low
614,Laila,Salem,34.0,24.0,25.0,57.0,22.0,43.0,52.0,02-10-2005,34.166666666666664,Low
410,Khaled,Said,10.0,72.0,6.0,20.0,77.0,91.0,56.0,09-11-2005,46.0,Low
11,Laila,Hegazy,74.0,87.0,60.0,0.0,37.0,20.0,0.0,10-03-2002,46.333333333333336,Low
615,Nour,Hegazy,47.0,73.0,6.0,87.0,34.0,0.0,63.0,22-05-2004,41.166666666666664,Low
1164,Omar,Hassan,10.0,49.0,57.0,0.0,59.0,43.0,54.0,25-12-2003,36.333333333333336,Low
889,Sara,Mahmoud,16.0,83.0,68.0,51.0,21.0,99.0,86.0,11-10-2005,56.333333333333336,Low
329,Ahmed,Unknown,0.0,86.0,29.0,0.0,86.0,100.0,79.0,14-03-2003,50.166666666666664,Low
343,Laila,Mostafa,45.0,2.0,34.0,9.0,14.0,49.0,60.0,30-04-2001,25.5,Low
248,Fatma,Mostafa,85.0,10.0,0.0,0.0,26.0,82.0,66.0,26-11-2005,33.833333333333336,Low
1090,Sara,Hassan,0.0,52.0,72.0,50.0,84.0,3.0,71.0,08-04-2001,43.5,Low
465,Nour,Hegazy,99.0,48.0,73.0,67.0,1.0,65.0,76.0,23-06-2005,58.833333333333336,Low
635,Nour,Ali,8.0,63.0,53.0,92.0,0.0,35.0,0.0,13-10-2004,41.833333333333336,Low
866,Mona,Hegazy,10.0,9.0,78.0,50.0,86.0,39.0,70.0,26-12-2002,45.333333333333336,Low
328,Fatma,Mahmoud,0.0,33.0,16.0,88.0,0.0,37.0,55.0,19-12-2001,29.0,Low
290,Ahmed,Hegazy,51.0,75.0,16.0,22.0,54.0,17.0,89.0,14-06-2004,39.166666666666664,Low
815,Mona,Hegazy,74.0,18.0,54.0,2.0,88.0,61.0,66.0,24-09-2002,49.5,Low
669,Nour,Mostafa,91.0,11.0,50.0,40.0,87.0,23.0,85.0,15-06-2003,50.333333333333336,Low
573,Laila,Ibrahim,19.0,10.0,48.0,94.0,93.0,40.0,69.0,22-08-2003,50.666666666666664,Low
949,Mona,Mostafa,0.0,26.0,4.0,18.0,19.0,47.0,63.0,29-12-2004,19.0,Low
136,Nour,Tarek,40.0,40.0,67.0,40.0,100.0,73.0,70.0,21-06-2001,60.0,Medium
347,Omar,Hassan,20.0,48.0,0.0,56.0,91.0,84.0,74.0,09-11-2005,49.833333333333336,Low
1079,Ahmed,Ali,31.0,0.0,51.0,48.0,76.0,65.0,72.0,18-07-2004,45.166666666666664,Low
1173,Ahmed,Hassan,82.0,42.0,13.0,11.0,100.0,79.0,84.0,27-04-2005,54.5,Low
375,Youssef,Salem,43.0,9.0,35.0,26.0,95.0,36.0,64.0,19-11-2002,40.666666666666664,Low
421,Laila,Fathy,39.0,54.0,78.0,13.0,0.0,48.0,68.0,10-04-2001,38.666666666666664,Low
383,Unknown,Fathy,85.0,52.0,34.0,17.0,47.0,43.0,53.0,06-10-2004,46.333333333333336,Low
164,Laila,Mahmoud,76.0,58.0,78.0,16.0,16.0,86.0,98.0,13-12-2004,55.0,Low
159,Nour,Mostafa,79.0,90.0,22.0,74.0,73.0,45.0,99.0,24-11-2003,63.833333333333336,Medium
141,Nour,Salem,56.0,3.0,35.0,53.0,80.0,80.0,53.0,17-01-2004,51.166666666666664,Low
585,Khaled,Mostafa,66.0,85.0,78.0,82.0,45.0,1.0,83.0,02-05-2002,59.5,Low
1174,Sara,Salem,82.0,26.0,21.0,64.0,1.0,64.0,55.0,28-06-2002,43.0,Low
1078,Youssef,Hegazy,19.0,6.0,99.0,45.0,4.0,1.0,52.0,18-06-2005,29.0,Low
874,Ahmed,Mostafa,97.0,64.0,27.0,11.0,41.0,40.0,78.0,22-06-2003,46.666666666666664,Low
1092,Mona,Mostafa,86.0,79.0,24.0,32.0,59.0,35.0,0.0,08-06-2001,52.5,Low
709,Sara,Hassan,13.0,28.0,54.0,0.0,9.0,62.0,91.0,29-07-2002,27.666666666666668,Low
307,Laila,Ali,84.0,23.0,44.0,61.0,36.0,50.0,56.0,07-01-2005,49.666666666666664,Low
66,Nour,Salem,57.0,72.0,86.0,75.0,96.0,23.0,93.0,11-01-2005,68.16666666666667,Medium
891,Sara,Tarek,35.0,20.0,21.0,30.0,48.0,55.0,86.0,23-08-2002,34.833333333333336,Low
765,Nour,Mahmoud,22.0,67.0,50.0,36.0,0.0,97.0,99.0,25-01-2002,45.333333333333336,Low
553,Fatma,Said,64.0,68.0,24.0,70.0,46.0,6.0,54.0,30-07-2001,46.333333333333336,Low
495,Khaled,Ali,46.0,34.0,35.0,27.0,97.0,79.0,95.0,04-07-2004,53.0,Low
245,Mona,Said,15.0,71.0,19.0,27.0,14.0,92.0,51.0,04-07-2003,39.666666666666664,Low
781,Youssef,Hassan,55.0,1.0,0.0,29.0,32.0,62.0,84.0,10-07-2004,29.833333333333332,Low
97,Hassan,Said,8.0,38.0,16.0,60.0,53.0,13.0,62.0,10-04-2003,31.333333333333332,Low
185,Omar,Salem,19.0,84.0,68.0,62.0,68.0,65.0,94.0,04-06-2003,61.0,Medium
1189,Youssef,Said,0.0,47.0,24.0,1.0,36.0,18.0,50.0,04-01-2005,21.0,Low
546,Sara,Hegazy,8.0,92.0,62.0,93.0,75.0,2.0,76.0,10-02-2002,55.333333333333336,Low
480,Hassan,Hassan,47.0,16.0,47.0,12.0,85.0,48.0,82.0,22-05-2002,42.5,Low
395,Nour,Tarek,34.0,0.0,75.0,23.0,33.0,70.0,76.0,27-08-2005,39.166666666666664,Low
222,Hassan,Hegazy,97.0,61.0,49.0,84.0,19.0,26.0,86.0,12-10-2002,56.0,Low
431,Laila,Salem,62.0,78.0,44.0,22.0,79.0,24.0,78.0,27-03-2002,51.5,Low
33,Khaled,Salem,3.0,94.0,97.0,68.0,69.0,0.0,100.0,29-11-2003,55.166666666666664,Low
157,Unknown,Salem,13.0,57.0,83.0,0.0,53.0,33.0,71.0,16-10-2005,39.833333333333336,Low
377,Laila,Ibrahim,65.0,51.0,37.0,63.0,3.0,12.0,83.0,29-07-2003,38.5,Low
621,Laila,Salem,48.0,77.0,68.0,20.0,4.0,22.0,52.0,02-10-2002,39.833333333333336,Low
